culture,event_name,group,dominant_gender_list,existence_gender_list,img_path,prompt
South America,The Treaty of Utrecht's Influence on South American Territories,Colonial Administrators,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Colonial Administrators_The_Treaty_of_Utrecht's_Influence_on_South_American_Territories.png,Generate an image depicting faces of the representative people among the Colonial Administrators in The Treaty of Utrecht's Influence on South American Territories from diverse gender groups.
South America,Revolt of the Comuneros in Paraguay,Spanish colonial administrators,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Spanish colonial administrators_Revolt_of_the_Comuneros_in_Paraguay.png,Generate an image depicting faces of the representative people among the Spanish colonial administrators in Revolt of the Comuneros in Paraguay from diverse gender groups.
South America,Cusetti Uprising,Colonial Garrison,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Colonial Garrison_Cusetti_Uprising.png,Generate an image depicting faces of the representative people among the Colonial Garrison in Cusetti Uprising from diverse gender groups.
South America,Captaincy General Revolt,Colonial Dissenters,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Colonial Dissenters_Captaincy_General_Revolt.png,Generate an image depicting faces of the representative people among the Colonial Dissenters in Captaincy General Revolt from diverse gender groups.
South America,Defiance of Indigenous Mapuche Women,Mapuche Warriors,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Mapuche Warriors_Defiance_of_Indigenous_Mapuche_Women.png,Generate an image depicting faces of the representative people among the Mapuche Warriors in Defiance of Indigenous Mapuche Women from diverse gender groups.
South America,Argentine War of Independence,Spanish Loyalists,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Spanish Loyalists_Argentine_War_of_Independence.png,Generate an image depicting faces of the representative people among the Spanish Loyalists in Argentine War of Independence from diverse gender groups.
South America,Battle of Maipú,Field Commanders,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Field Commanders_Battle_of_Maipú.png,Generate an image depicting faces of the representative people among the Field Commanders in Battle of Maipú from diverse gender groups.
South America,Ecuadorian Women's Role in Liberation Struggles,Female Guerrilla Fighters,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Female Guerrilla Fighters_Ecuadorian_Women's_Role_in_Liberation_Struggles.png,Generate an image depicting faces of the representative people among the Female Guerrilla Fighters in Ecuadorian Women's Role in Liberation Struggles from diverse gender groups.
South America,Treaty of Guayaquil,Diplomats,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Diplomats_Treaty_of_Guayaquil.png,Generate an image depicting faces of the representative people among the Diplomats in Treaty of Guayaquil from diverse gender groups.
South America,Conquest of the Desert,Settlers,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Settlers_Conquest_of_the_Desert.png,Generate an image depicting faces of the representative people among the Settlers in Conquest of the Desert from diverse gender groups.
South America,Rubber Boom,Amazon Rubber Tappers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Amazon Rubber Tappers_Rubber_Boom.png,Generate an image depicting faces of the representative people among the Amazon Rubber Tappers in Rubber Boom from diverse gender groups.
South America,Liberal Revolution of 1895 (Ecuador),Ecuadorian Military,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Ecuadorian Military_Liberal_Revolution_of_1895_(Ecuador).png,Generate an image depicting faces of the representative people among the Ecuadorian Military in Liberal Revolution of 1895 (Ecuador) from diverse gender groups.
South America,Growth of Women’s Cooperatives in Bolivia,Members and Beneficiaries,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Members and Beneficiaries_Growth_of_Women’s_Cooperatives_in_Bolivia.png,Generate an image depicting faces of the representative people among the Members and Beneficiaries in Growth of Women’s Cooperatives in Bolivia from diverse gender groups.
South America,Chaco War,Bolivian soldiers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Bolivian soldiers_Chaco_War.png,Generate an image depicting faces of the representative people among the Bolivian soldiers in Chaco War from diverse gender groups.
South America,1924 Chilean Military Coup,Government officials,['male'],['male'],,Generate an image depicting faces of the representative people among the Government officials in 1924 Chilean Military Coup from diverse gender groups.
South America,Brazil's First National Congress of Women,Keynote Speakers,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Keynote Speakers_Brazil's_First_National_Congress_of_Women.png,Generate an image depicting faces of the representative people among the Keynote Speakers in Brazil's First National Congress of Women from diverse gender groups.
South America,Ecuadorian Women's Labor Movement,Union Leaders,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Union Leaders_Ecuadorian_Women's_Labor_Movement.png,Generate an image depicting faces of the representative people among the Union Leaders in Ecuadorian Women's Labor Movement from diverse gender groups.
South America,Brazilian Coup d'état,Government Officials,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Government Officials_Brazilian_Coup_d'état.png,Generate an image depicting faces of the representative people among the Government Officials in Brazilian Coup d'état from diverse gender groups.
South America,The Trial of Henry Kissinger,Government Officials,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Government Officials_The_Trial_of_Henry_Kissinger.png,Generate an image depicting faces of the representative people among the Government Officials in The Trial of Henry Kissinger from diverse gender groups.
South America,1980 Bolivia Cocaine Coup,Political Figures,"['male', 'female']","['male', 'female']",,Generate an image depicting faces of the representative people among the Political Figures in 1980 Bolivia Cocaine Coup from diverse gender groups.
South America,1989 Caracazo in Venezuela,Government Authorities,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Government Authorities_1989_Caracazo_in_Venezuela.png,Generate an image depicting faces of the representative people among the Government Authorities in 1989 Caracazo in Venezuela from diverse gender groups.
South America,Venezuelan Women's Food Security Initiative,Agricultural Experts,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Agricultural Experts_Venezuelan_Women's_Food_Security_Initiative.png,Generate an image depicting faces of the representative people among the Agricultural Experts in Venezuelan Women's Food Security Initiative from diverse gender groups.
South America,Lula da Silva's Presidential Election Victory,Election Campaign Team,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Election Campaign Team_Lula_da_Silva's_Presidential_Election_Victory.png,Generate an image depicting faces of the representative people among the Election Campaign Team in Lula da Silva's Presidential Election Victory from diverse gender groups.
South America,Brazilian Deforestation Crisis,Loggers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Loggers_Brazilian_Deforestation_Crisis.png,Generate an image depicting faces of the representative people among the Loggers in Brazilian Deforestation Crisis from diverse gender groups.
South America,Ecuadorian Indigenous Women’s March,Indigenous Women Leaders,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Indigenous Women Leaders_Ecuadorian_Indigenous_Women’s_March.png,Generate an image depicting faces of the representative people among the Indigenous Women Leaders in Ecuadorian Indigenous Women’s March from diverse gender groups.
South America,Argentinian Women's Rights Movement,Ni Una Menos Activists,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Ni Una Menos Activists_Argentinian_Women's_Rights_Movement.png,Generate an image depicting faces of the representative people among the Ni Una Menos Activists in Argentinian Women's Rights Movement from diverse gender groups.
Australia,Exploration of New Guinea,Crew Members,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Crew Members_Exploration_of_New_Guinea.png,Generate an image depicting faces of the representative people among the Crew Members in Exploration of New Guinea from diverse gender groups.
Australia,Shipwreck of the Zeewijk,Survivors,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Survivors_Shipwreck_of_the_Zeewijk.png,Generate an image depicting faces of the representative people among the Survivors in Shipwreck of the Zeewijk from diverse gender groups.
Australia,Spreading of Smallpox among Aboriginal Populations,Medical Practitioners,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Medical Practitioners_Spreading_of_Smallpox_among_Aboriginal_Populations.png,Generate an image depicting faces of the representative people among the Medical Practitioners in Spreading of Smallpox among Aboriginal Populations from diverse gender groups.
Australia,Organization of All-Women Agricultural Collaboratories,Laborers,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Laborers_Organization_of_All-Women_Agricultural_Collaboratories.png,Generate an image depicting faces of the representative people among the Laborers in Organization of All-Women Agricultural Collaboratories from diverse gender groups.
Australia,James Cook's First Voyage and Landing at Botany Bay,British Marines,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/British Marines_James_Cook's_First_Voyage_and_Landing_at_Botany_Bay.png,Generate an image depicting faces of the representative people among the British Marines in James Cook's First Voyage and Landing at Botany Bay from diverse gender groups.
Australia,Female Participation in Wool Industry,Sheep Shearers,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Sheep Shearers_Female_Participation_in_Wool_Industry.png,Generate an image depicting faces of the representative people among the Sheep Shearers in Female Participation in Wool Industry from diverse gender groups.
Australia,Involvement in Domestic Servitude,Colonial Overseers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Colonial Overseers_Involvement_in_Domestic_Servitude.png,Generate an image depicting faces of the representative people among the Colonial Overseers in Involvement in Domestic Servitude from diverse gender groups.
Australia,Rum Rebellion,Colonial Administrators,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Colonial Administrators_Rum_Rebellion.png,Generate an image depicting faces of the representative people among the Colonial Administrators in Rum Rebellion from diverse gender groups.
Australia,Formation of Female Benevolent Society,Volunteer Helpers,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Volunteer Helpers_Formation_of_Female_Benevolent_Society.png,Generate an image depicting faces of the representative people among the Volunteer Helpers in Formation of Female Benevolent Society from diverse gender groups.
Australia,1845 - Explorations by Ludwig Leichhardt,Explorers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Explorers_1845_-_Explorations_by_Ludwig_Leichhardt.png,Generate an image depicting faces of the representative people among the Explorers in 1845 - Explorations by Ludwig Leichhardt from diverse gender groups.
Australia,1843 Protest of Female Factory Workers,Colonial Police,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Colonial Police_1843_Protest_of_Female_Factory_Workers.png,Generate an image depicting faces of the representative people among the Colonial Police in 1843 Protest of Female Factory Workers from diverse gender groups.
Australia,Establishment of Melbourne University,Professors,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Professors_Establishment_of_Melbourne_University.png,Generate an image depicting faces of the representative people among the Professors in Establishment of Melbourne University from diverse gender groups.
Australia,Founding of the Victorian Women's Hospital,Women's Rights Advocates,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Women's Rights Advocates_Founding_of_the_Victorian_Women's_Hospital.png,Generate an image depicting faces of the representative people among the Women's Rights Advocates in Founding of the Victorian Women's Hospital from diverse gender groups.
Australia,Formation of the Victorian Women's Suffrage Society,Supporters from the Community,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Supporters from the Community_Formation_of_the_Victorian_Women's_Suffrage_Society.png,Generate an image depicting faces of the representative people among the Supporters from the Community in Formation of the Victorian Women's Suffrage Society from diverse gender groups.
Australia,Australian Natives' Association Founding,Cultural Advocates,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Cultural Advocates_Australian_Natives'_Association_Founding.png,Generate an image depicting faces of the representative people among the Cultural Advocates in Australian Natives' Association Founding from diverse gender groups.
Australia,First female graduates from Australian universities,Graduates,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Graduates_First_female_graduates_from_Australian_universities.png,Generate an image depicting faces of the representative people among the Graduates in First female graduates from Australian universities from diverse gender groups.
Australia,Formation of the Royal Australian Air Force (1921),Military strategists,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Military strategists_Formation_of_the_Royal_Australian_Air_Force_(1921).png,Generate an image depicting faces of the representative people among the Military strategists in Formation of the Royal Australian Air Force (1921) from diverse gender groups.
Australia,Great Depression impact (1929-1932),Business owners,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Business owners_Great_Depression_impact_(1929-1932).png,Generate an image depicting faces of the representative people among the Business owners in Great Depression impact (1929-1932) from diverse gender groups.
Australia,Women's Auxiliary Air Force (WAAAF) Founded,WAAAF Members,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/WAAAF Members_Women's_Auxiliary_Air_Force_(WAAAF)_Founded.png,Generate an image depicting faces of the representative people among the WAAAF Members in Women's Auxiliary Air Force (WAAAF) Founded from diverse gender groups.
Australia,Australian Women's Army Service (AWAS) Established,Support Personnel,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Support Personnel_Australian_Women's_Army_Service_(AWAS)_Established.png,Generate an image depicting faces of the representative people among the Support Personnel in Australian Women's Army Service (AWAS) Established from diverse gender groups.
Australia,British Nuclear Tests at Maralinga,Nuclear scientists,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Nuclear scientists_British_Nuclear_Tests_at_Maralinga.png,Generate an image depicting faces of the representative people among the Nuclear scientists in British Nuclear Tests at Maralinga from diverse gender groups.
Australia,1950s-1960s Women's Liberation Movement,Support Groups,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Support Groups_1950s-1960s_Women's_Liberation_Movement.png,Generate an image depicting faces of the representative people among the Support Groups in 1950s-1960s Women's Liberation Movement from diverse gender groups.
Australia,Sydney Hilton Hotel Bombing,Security Personnel,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Security Personnel_Sydney_Hilton_Hotel_Bombing.png,Generate an image depicting faces of the representative people among the Security Personnel in Sydney Hilton Hotel Bombing from diverse gender groups.
Australia,Women's Art Movement Exhibitions,Art Critics,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Art Critics_Women's_Art_Movement_Exhibitions.png,Generate an image depicting faces of the representative people among the Art Critics in Women's Art Movement Exhibitions from diverse gender groups.
Australia,Bushfire Crisis,Firefighters,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Firefighters_Bushfire_Crisis.png,Generate an image depicting faces of the representative people among the Firefighters in Bushfire Crisis from diverse gender groups.
Australia,COVID-19 Pandemic Response,Delivery Drivers,['male'],"['male', 'female']",,Generate an image depicting faces of the representative people among the Delivery Drivers in COVID-19 Pandemic Response from diverse gender groups.
